[14/04/2026  1:00:02.01] Starting weather retry 
[WeatherRetry] HTTP 429 for 2009-08-18
[WeatherRetry] HTTP 429 for 2009-08-18
[WeatherRetry] HTTP 429 for 2009-08-18
[WeatherRetry] HTTP 429 for 2009-08-18
[WeatherRetry] HTTP 429 for 2009-08-18
[WeatherRetry] HTTP 429 for 2009-08-22
[WeatherRetry] HTTP 429 for 2009-08-22
[WeatherRetry] HTTP 429 for 2009-08-22
[WeatherRetry] HTTP 429 for 2009-08-22
[WeatherRetry] HTTP 429 for 2009-08-22
[WeatherRetry] HTTP 429 for 2009-08-22
[WeatherRetry] HTTP 429 for 2009-08-22
[WeatherRetry] HTTP 429 for 2009-08-22
[WeatherRetry] HTTP 429 for 2009-08-25
[WeatherRetry] HTTP 429 for 2009-08-29
[WeatherRetry] HTTP 429 for 2009-08-29
[WeatherRetry] HTTP 429 for 2009-08-29
[WeatherRetry] HTTP 429 for 2009-08-29
[WeatherRetry] HTTP 429 for 2009-08-29
[WeatherRetry] HTTP 429 for 2009-08-29
[WeatherRetry] HTTP 429 for 2009-08-29
[WeatherRetry] HTTP 429 for 2009-08-31
[WeatherRetry] HTTP 429 for 2009-08-31
[WeatherRetry] HTTP 429 for 2009-08-31
[WeatherRetry] HTTP 429 for 2009-08-31
[WeatherRetry] HTTP 429 for 2009-08-31
[WeatherRetry] HTTP 429 for 2009-08-31
[WeatherRetry] HTTP 429 for 2009-08-31
[WeatherRetry] HTTP 429 for 2009-09-05
[WeatherRetry] HTTP 429 for 2009-09-05
[WeatherRetry] HTTP 429 for 2009-09-05
[WeatherRetry] HTTP 429 for 2009-09-05
[WeatherRetry] HTTP 429 for 2009-09-05
[WeatherRetry] HTTP 429 for 2009-09-05
[WeatherRetry] HTTP 429 for 2009-09-08
[WeatherRetry] HTTP 429 for 2009-09-08
[WeatherRetry] HTTP 429 for 2009-09-08
[WeatherRetry] HTTP 429 for 2009-09-08
[WeatherRetry] HTTP 429 for 2009-09-08
[WeatherRetry] HTTP 429 for 2009-09-08
[WeatherRetry] HTTP 429 for 2009-09-08
[WeatherRetry] HTTP 429 for 2009-09-12
[WeatherRetry] HTTP 429 for 2009-09-12
[WeatherRetry] HTTP 429 for 2009-09-12
[WeatherRetry] HTTP 429 for 2009-09-12
[WeatherRetry] HTTP 429 for 2009-09-12
[WeatherRetry] HTTP 429 for 2009-09-19
[WeatherRetry] HTTP 429 for 2009-09-19
[WeatherRetry] HTTP 429 for 2009-09-19
[WeatherRetry] HTTP 429 for 2009-09-19
[WeatherRetry] HTTP 429 for 2009-09-19
[WeatherRetry] HTTP 429 for 2009-09-19
[WeatherRetry] HTTP 429 for 2009-09-19
[WeatherRetry] HTTP 429 for 2009-09-19
[WeatherRetry] HTTP 429 for 2009-09-22
[WeatherRetry] HTTP 429 for 2009-09-22
[WeatherRetry] HTTP 429 for 2009-09-22
[WeatherRetry] HTTP 429 for 2009-09-22
[WeatherRetry] HTTP 429 for 2009-09-22
[WeatherRetry] HTTP 429 for 2009-09-26
[WeatherRetry] HTTP 429 for 2009-09-26
[WeatherRetry] HTTP 429 for 2009-09-26
[WeatherRetry] HTTP 429 for 2009-09-26
[WeatherRetry] HTTP 429 for 2009-09-26
[WeatherRetry] HTTP 429 for 2009-09-26
[WeatherRetry] HTTP 429 for 2009-09-29
[WeatherRetry] HTTP 429 for 2009-09-29
[WeatherRetry] HTTP 429 for 2009-09-29
[WeatherRetry] HTTP 429 for 2009-09-29
[WeatherRetry] HTTP 429 for 2009-09-29
[WeatherRetry] HTTP 429 for 2009-09-29
[WeatherRetry] HTTP 429 for 2009-09-29
[WeatherRetry] HTTP 429 for 2009-10-03
[WeatherRetry] HTTP 429 for 2009-10-03
[WeatherRetry] HTTP 429 for 2009-10-03
[WeatherRetry] HTTP 429 for 2009-10-03
[WeatherRetry] HTTP 429 for 2009-10-03
[WeatherRetry] HTTP 429 for 2009-10-04
[WeatherRetry] HTTP 429 for 2009-10-06
[WeatherRetry] HTTP 429 for 2009-10-10
[WeatherRetry] HTTP 429 for 2009-10-10
[WeatherRetry] HTTP 429 for 2009-10-10
[WeatherRetry] HTTP 429 for 2009-10-10
[WeatherRetry] HTTP 429 for 2009-10-10
[WeatherRetry] HTTP 429 for 2009-10-10
[WeatherRetry] HTTP 429 for 2009-10-17
[WeatherRetry] HTTP 429 for 2009-10-17
[WeatherRetry] HTTP 429 for 2009-10-17
[WeatherRetry] HTTP 429 for 2009-10-17
[WeatherRetry] HTTP 429 for 2009-10-17
[WeatherRetry] HTTP 429 for 2009-10-17
[WeatherRetry] HTTP 429 for 2009-10-31
[WeatherRetry] HTTP 429 for 2009-10-31
[WeatherRetry] HTTP 429 for 2009-10-31
[WeatherRetry] HTTP 429 for 2009-10-31
[WeatherRetry] HTTP 429 for 2009-10-31
[WeatherRetry] HTTP 429 for 2009-10-31
[WeatherRetry] HTTP 429 for 2009-10-31
[WeatherRetry] HTTP 429 for 2009-10-31
[WeatherRetry] HTTP 429 for 2009-11-03
[WeatherRetry] HTTP 429 for 2009-11-14
[WeatherRetry] HTTP 429 for 2009-11-14
[WeatherRetry] HTTP 429 for 2009-11-14
[WeatherRetry] HTTP 429 for 2009-11-14
[WeatherRetry] HTTP 429 for 2009-11-14
[WeatherRetry] HTTP 429 for 2009-11-21
[WeatherRetry] HTTP 429 for 2009-11-21
[WeatherRetry] HTTP 429 for 2009-11-21
[WeatherRetry] HTTP 429 for 2009-11-21
[WeatherRetry] HTTP 429 for 2009-11-21
[WeatherRetry] HTTP 429 for 2009-11-21
[WeatherRetry] HTTP 429 for 2009-11-21
[WeatherRetry] HTTP 429 for 2009-11-21
[WeatherRetry] HTTP 429 for 2009-11-24
[WeatherRetry] HTTP 429 for 2009-11-24
[WeatherRetry] HTTP 429 for 2009-11-24
[WeatherRetry] HTTP 429 for 2009-11-24
[WeatherRetry] HTTP 429 for 2009-11-24
[WeatherRetry] HTTP 429 for 2009-11-24
[WeatherRetry] HTTP 429 for 2009-11-28
[WeatherRetry] HTTP 429 for 2009-11-28
[WeatherRetry] HTTP 429 for 2009-11-28
[WeatherRetry] HTTP 429 for 2009-11-28
[WeatherRetry] HTTP 429 for 2009-12-01
[WeatherRetry] HTTP 429 for 2009-12-01
[WeatherRetry] HTTP 429 for 2009-12-01
[WeatherRetry] HTTP 429 for 2009-12-01
[WeatherRetry] HTTP 429 for 2009-12-01
[WeatherRetry] HTTP 429 for 2009-12-01
[WeatherRetry] HTTP 429 for 2009-12-01
[WeatherRetry] HTTP 429 for 2009-12-05
[WeatherRetry] HTTP 429 for 2009-12-05
[WeatherRetry] HTTP 429 for 2009-12-05
[WeatherRetry] HTTP 429 for 2009-12-05
[WeatherRetry] HTTP 429 for 2009-12-05
[WeatherRetry] HTTP 429 for 2009-12-05
[WeatherRetry] HTTP 429 for 2009-12-05
[WeatherRetry] HTTP 429 for 2009-12-26
[WeatherRetry] HTTP 429 for 2009-12-26
[WeatherRetry] HTTP 429 for 2009-12-26
[WeatherRetry] HTTP 429 for 2009-12-26
[WeatherRetry] HTTP 429 for 2009-12-26
[WeatherRetry] HTTP 429 for 2009-12-28
[WeatherRetry] HTTP 429 for 2009-12-28
[WeatherRetry] HTTP 429 for 2009-12-28
[WeatherRetry] HTTP 429 for 2009-12-28
[WeatherRetry] HTTP 429 for 2009-12-28
[WeatherRetry] HTTP 429 for 2009-12-28
[WeatherRetry] HTTP 429 for 2010-01-01
[WeatherRetry] HTTP 429 for 2010-01-01
[WeatherRetry] HTTP 429 for 2010-01-01
[WeatherRetry] HTTP 429 for 2010-01-16
[WeatherRetry] HTTP 429 for 2010-01-16
[WeatherRetry] HTTP 429 for 2010-01-16
[WeatherRetry] HTTP 429 for 2010-01-16
[WeatherRetry] HTTP 429 for 2010-01-19
[WeatherRetry] HTTP 429 for 2010-01-23
[WeatherRetry] HTTP 429 for 2010-01-23
[WeatherRetry] HTTP 429 for 2010-01-23
[WeatherRetry] HTTP 429 for 2010-01-23
[WeatherRetry] HTTP 429 for 2010-01-23
[WeatherRetry] HTTP 429 for 2010-01-23
[WeatherRetry] HTTP 429 for 2010-01-26
[WeatherRetry] HTTP 429 for 2010-01-26
[WeatherRetry] HTTP 429 for 2010-01-26
[WeatherRetry] HTTP 429 for 2010-01-27
[WeatherRetry] HTTP 429 for 2010-01-30
[WeatherRetry] HTTP 429 for 2010-01-30
[WeatherRetry] HTTP 429 for 2010-02-02
[WeatherRetry] HTTP 429 for 2010-02-06
[WeatherRetry] HTTP 429 for 2010-02-06
[WeatherRetry] HTTP 429 for 2010-02-06
[WeatherRetry] HTTP 429 for 2010-02-06
[WeatherRetry] HTTP 429 for 2010-02-06
[WeatherRetry] HTTP 429 for 2010-02-06
[WeatherRetry] HTTP 429 for 2010-02-06
[WeatherRetry] HTTP 429 for 2010-02-06
[WeatherRetry] HTTP 429 for 2010-02-09
[WeatherRetry] HTTP 429 for 2010-02-09
[WeatherRetry] HTTP 429 for 2010-02-09
[WeatherRetry] HTTP 429 for 2010-02-13
[WeatherRetry] HTTP 429 for 2010-02-13
[WeatherRetry] HTTP 429 for 2010-02-13
[WeatherRetry] HTTP 429 for 2010-02-13
[WeatherRetry] HTTP 429 for 2010-02-13
[WeatherRetry] HTTP 429 for 2010-02-13
[WeatherRetry] HTTP 429 for 2010-02-13
[WeatherRetry] HTTP 429 for 2010-02-13
[WeatherRetry] HTTP 429 for 2010-02-13
[WeatherRetry] HTTP 429 for 2010-02-16
[WeatherRetry] HTTP 429 for 2010-02-16
[WeatherRetry] HTTP 429 for 2010-02-20
[WeatherRetry] HTTP 429 for 2010-02-20
[WeatherRetry] HTTP 429 for 2010-02-23
[WeatherRetry] HTTP 429 for 2010-02-23
[WeatherRetry] HTTP 429 for 2010-02-27
[WeatherRetry] HTTP 429 for 2010-02-27
[WeatherRetry] HTTP 429 for 2010-02-27
[WeatherRetry] HTTP 429 for 2010-02-27
[WeatherRetry] HTTP 429 for 2010-02-27
[WeatherRetry] HTTP 429 for 2010-02-27
[WeatherRetry] HTTP 429 for 2010-03-02
[WeatherRetry] HTTP 429 for 2010-03-02
[WeatherRetry] HTTP 429 for 2010-03-02
[WeatherRetry] HTTP 429 for 2010-03-02
[WeatherRetry] HTTP 429 for 2010-03-03
[WeatherRetry] HTTP 429 for 2010-03-06
[WeatherRetry] HTTP 429 for 2010-03-06
[WeatherRetry] HTTP 429 for 2010-03-06
[WeatherRetry] HTTP 429 for 2010-03-06
[WeatherRetry] HTTP 429 for 2010-03-06
[WeatherRetry] HTTP 429 for 2010-03-06
[WeatherRetry] HTTP 429 for 2010-03-06
[WeatherRetry] HTTP 429 for 2010-03-09
[WeatherRetry] HTTP 429 for 2010-03-09
[WeatherRetry] HTTP 429 for 2010-03-09
[WeatherRetry] HTTP 429 for 2010-03-09
[WeatherRetry] HTTP 429 for 2010-03-13
[WeatherRetry] HTTP 429 for 2010-03-13
[WeatherRetry] HTTP 429 for 2010-03-13
[WeatherRetry] HTTP 429 for 2010-03-13
[WeatherRetry] HTTP 429 for 2010-03-13
[WeatherRetry] HTTP 429 for 2010-03-20
[WeatherRetry] HTTP 429 for 2010-03-20
[WeatherRetry] HTTP 429 for 2010-03-20
[WeatherRetry] HTTP 429 for 2010-03-20
[WeatherRetry] HTTP 429 for 2010-03-21
[WeatherRetry] HTTP 429 for 2010-03-23
[WeatherRetry] HTTP 429 for 2010-03-23
[WeatherRetry] HTTP 429 for 2010-03-23
[WeatherRetry] HTTP 429 for 2010-03-23
[WeatherRetry] HTTP 429 for 2010-03-24
[WeatherRetry] HTTP 429 for 2010-03-27
[WeatherRetry] HTTP 429 for 2010-03-27
[WeatherRetry] HTTP 429 for 2010-03-27
[WeatherRetry] HTTP 429 for 2010-03-27
[WeatherRetry] HTTP 429 for 2010-03-27
[WeatherRetry] HTTP 429 for 2010-03-27
[WeatherRetry] HTTP 429 for 2010-03-30
[WeatherRetry] HTTP 429 for 2010-03-30
[WeatherRetry] HTTP 429 for 2010-03-30
[WeatherRetry] HTTP 429 for 2010-03-30
[WeatherRetry] HTTP 429 for 2010-03-30
[WeatherRetry] HTTP 429 for 2010-03-31
[WeatherRetry] HTTP 429 for 2010-04-02
[WeatherRetry] HTTP 429 for 2010-04-02
[WeatherRetry] HTTP 429 for 2010-04-02
[WeatherRetry] HTTP 429 for 2010-04-03
[WeatherRetry] HTTP 429 for 2010-04-03
[WeatherRetry] HTTP 429 for 2010-04-03
[WeatherRetry] HTTP 429 for 2010-04-03
[WeatherRetry] HTTP 429 for 2010-04-05
[WeatherRetry] HTTP 429 for 2010-04-05
[WeatherRetry] HTTP 429 for 2010-04-05
[WeatherRetry] HTTP 429 for 2010-04-05
[WeatherRetry] HTTP 429 for 2010-04-05
[WeatherRetry] HTTP 429 for 2010-04-05
[WeatherRetry] HTTP 429 for 2010-04-05
[WeatherRetry] HTTP 429 for 2010-04-10
[WeatherRetry] HTTP 429 for 2010-04-10
[WeatherRetry] HTTP 429 for 2010-04-10
[WeatherRetry] HTTP 429 for 2010-04-10
[WeatherRetry] HTTP 429 for 2010-04-10
[WeatherRetry] HTTP 429 for 2010-04-10
[WeatherRetry] HTTP 429 for 2010-04-10
[WeatherRetry] HTTP 429 for 2010-04-13
[WeatherRetry] HTTP 429 for 2010-04-13
[WeatherRetry] HTTP 429 for 2010-04-13
[WeatherRetry] HTTP 429 for 2010-04-13
[WeatherRetry] HTTP 429 for 2010-04-15
[WeatherRetry] HTTP 429 for 2010-04-17
[WeatherRetry] HTTP 429 for 2010-04-17
[WeatherRetry] HTTP 429 for 2010-04-17
[WeatherRetry] HTTP 429 for 2010-04-17
[WeatherRetry] HTTP 429 for 2010-04-17
[WeatherRetry] HTTP 429 for 2010-04-17
[WeatherRetry] HTTP 429 for 2010-04-20
[WeatherRetry] HTTP 429 for 2010-04-20
[WeatherRetry] HTTP 429 for 2010-04-20
